postcode,constituency,projectTitle,euContribution,amount,website,myEuId,myeuURL
NE24 1LZ,Blyth Valley postcodes.csv,Enabling Future Arrays in Tidal,1308288.0,17647744.0,,h2020_209958_998811620,https://www.myeu.uk/postcode/NE24/1LZ
NE24 1LZ,Blyth Valley postcodes.csv,Marine Renewable Infrastructure Network for Enhancing Technologies 2,404868.0,9237507.0,,h2020_207627_998811620,https://www.myeu.uk/postcode/NE24/1LZ
NE24 1LZ,Blyth Valley postcodes.csv,Qualification of innovative floating substructures for 10MW wind turbines and water depths greater than 50m.,332443.0,6023588.0,,h2020_196802_998811620,https://www.myeu.uk/postcode/NE24/1LZ
NE24 1LZ,Blyth Valley postcodes.csv,Grid Emulation System - GES,2855195.0,5939329.0,,erdf_england_357,https://www.myeu.uk/postcode/NE24/1LZ
NE24 1LZ,Blyth Valley postcodes.csv,"Making the transition to a reliable, sustainable and competitive energy system (08.02.03.03)",1306485.0,13009297.0,,fts_2017_1354,https://www.myeu.uk/postcode/NE24/1LZ
NE24 1LZ,Blyth Valley postcodes.csv,"Making the transition to a reliable, sustainable and competitive energy system (08.02.03.03)",494744.0,4253524.0,,fts_2017_8529,https://www.myeu.uk/postcode/NE24/1LZ
NE24 2AZ,Blyth Valley postcodes.csv,Microalgae As a Green source for Nutritional Ingredients for Food/Feed and Ingredients for Cosmetics by cost-Effective New Technologies,174533.0,5145984.0,,h2020_210295_952690060,https://www.myeu.uk/postcode/NE24/2AZ
NE24 4RE,Blyth Valley postcodes.csv,Therapeutic orchard for ASD students,32485.0,,http://www.thedales.northumberland.sch.uk,erasmus_2015-1-ES01-KA219-015876_2,https://www.myeu.uk/postcode/NE24/4RE
NE24 4RE,Blyth Valley postcodes.csv,L'école de demain pour tous commence aujourd'hui,174035.0,,http://www.thedales.northumberland.sch.uk,erasmus_2017-1-BE01-KA219-024746_6,https://www.myeu.uk/postcode/NE24/4RE
NE24 4RE,Blyth Valley postcodes.csv,Creative Learning in Action,46010.0,,http://www.thedales.northumberland.sch.uk,erasmus_2017-1-DE03-KA219-035617_2,https://www.myeu.uk/postcode/NE24/4RE
DY1 1AF,Dudley North postcodes.csv,Travel and Tourism,157013.0,,http://www.dudleycol.ac.uk,erasmus_2014-1-UK01-KA102-001391_3,https://www.myeu.uk/postcode/DY1/1AF
DY1 1HL,Dudley North postcodes.csv,Black Country Impact,34000000.0,51000000.0,,esf_england_657,https://www.myeu.uk/postcode/DY1/1HL
DY1 3BQ,Dudley North postcodes.csv,Youth @ Work,28256.0,,http://www.enlight-youth.com,erasmus_2014-1-PL01-KA105-000750_5,https://www.myeu.uk/postcode/DY1/3BQ
DY1 3BQ,Dudley North postcodes.csv,Our Opinion Matters - Training Programme,22402.0,,http://www.enlight-youth.com,erasmus_2014-3-UK01-KA105-012103_coordinator,https://www.myeu.uk/postcode/DY1/3BQ
DY1 3BQ,Dudley North postcodes.csv,ACTIVE AND HEALTHY LIFESTYLE,18401.0,,http://www.enlight-youth.com,erasmus_2014-3-PL01-KA105-013409_2,https://www.myeu.uk/postcode/DY1/3BQ
DY1 3BQ,Dudley North postcodes.csv,Art and Inspiration Project,13638.0,,http://www.enlight-youth.com,erasmus_2015-3-UK01-KA105-023034_coordinator,https://www.myeu.uk/postcode/DY1/3BQ
DY1 3BY,Dudley North postcodes.csv,"MIND - Motywacja, Indywidualizacja Nauczania, Dostosowanie. Skuteczniej uczyć dla lepszego świata.",20247.0,,http://www.bmilner.dudley.sch.uk,erasmus_2018-1-PL01-KA101-049245_2,https://www.myeu.uk/postcode/DY1/3BY
DY1 4AS,Dudley North postcodes.csv,SKILLS +,430913.0,,http://www.dudleycol.ac.uk,erasmus_2014-1-IT01-KA102-000119_26,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Employ-Ability,60750.0,,http://www.dudleycol.ac.uk,erasmus_2014-1-DK01-KA102-000503_10,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,EuropAktiv,26519.0,,http://www.dudleycol.ac.uk,erasmus_2014-2-DE02-KA102-001690_2,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,TIrocini FORmativi in Mobilità Internazionale,456492.0,,http://www.dudleycol.ac.uk,erasmus_2014-1-IT01-KA102-002311_7,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,DOĞALGAZ TESİSATÇILIĞINDA İLERİ KAYNAK TEKNOLOJİLERİ,63333.0,,http://www.dudleycol.ac.uk,erasmus_2014-1-TR01-KA102-003235_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,KÜÇÜK VE ORTABOY İŞLETMELERDE E-TİCARET UYGULAMALARI STAJI,63333.0,,http://www.dudleycol.ac.uk,erasmus_2014-1-TR01-KA102-004005_3,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,"Train & Travel! Erfahren, Erkunden und Dokumentieren anderer Lernräume und Arbeitswelten in Europa zur Erweiterung internationaler Kompetenzen in Aus- und Weiterbildung.",131029.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-DE02-KA102-001729_24,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,EuropAktiv II,41096.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-DE02-KA102-001955_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Lernen in Europa IV,101229.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-DE02-KA102-002063_3,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,MIRANO FORMAZIONE MOBILITA' 2,234474.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-IT01-KA102-004207_6,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Europeanisation of Vocational Training,66710.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-DK01-KA102-004217_4,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Sustainable Student and Staff Mobility,166986.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-FI01-KA102-008764_16,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,"Turiec do Európy, Európa do Turca 2015",143372.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-SK01-KA102-008782_4,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Catalyzing Long-term Relationships of Technical departments 2015,30536.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-ES01-KA102-013718_11,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Mesleki Eğitimde Öğretmen Yetkinliklerinin Arttırılması için Hizmetiçi Eğitim Portalı,103989.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-TR01-KA102-019108_7,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Mobil Yazılımın Geleceği Genç Girişimciler,136220.0,,http://www.dudleycol.ac.uk,erasmus_2015-1-TR01-KA102-019182_3,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,"""Training in Motion: Vielfalt entdecken, kennen lernen und gestalten während eines Lernaufenthalts in Europa zur Förderung internationaler Handlungskompetenz""",148631.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-DE02-KA102-002813_7,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,SINDBAD/TRANSDUAL/move-it,348125.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-DE02-KA102-002878_25,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Lernen in Europa V,78353.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-DE02-KA102-003052_2,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,EuropAktiv III,114525.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-DE02-KA102-003211_5,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,"Turiec do Európy, Európa do Turca 2016",156376.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-SK01-KA102-022394_4,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,METAL VE ELEKTRİK-ELEKTRONİK TEKNOLOJİSİ ÖĞRENCİLERİNİN MESLEKİ YETERLİLİKLERİNİN ARTTIRILMASI,38258.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-TR01-KA102-032956_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,ERKEN ÇOCUKLUK DÖNEMİ EĞİTİMİ STAJI,42951.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-TR01-KA102-033784_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Lernen in Europa VI,161940.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-DE02-KA102-003605_9,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,SINDBAD/TRANSDUAL/move-it,518879.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-DE02-KA102-003693_15,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,EuropAktiv IV,88054.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-DE02-KA102-003992_3,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,EuropAktiv - KiEA Kompetenzerwerb im europäischen Ausland,112360.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-DE02-KA102-004065_6,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Pädevus läbi kogemuste,64353.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-EE01-KA102-034784_6,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,"Turiec do Európy, Európa do Turca 2017",169799.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-SK01-KA102-035208_8,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,CİLT BAKIMI VE TEMEL MAKYAJ STAJI,32457.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-TR01-KA102-039695_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Hafif Düzey Zihinsel Engellilerin Avrupa'da Mobilya ve Dekorasyon Stajı,30625.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-TR01-KA102-041456_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,ÖZEL AYDINLATMA SİSTEMLERİ STAJI,22824.0,,http://www.dudleycol.ac.uk,erasmus_2017-1-TR01-KA102-043620_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Lernen in Europa VII,190762.0,,http://www.dudleycol.ac.uk,erasmus_2018-1-DE02-KA102-004446_4,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,EuropAktiv V,138962.0,,http://www.dudleycol.ac.uk,erasmus_2018-1-DE02-KA102-004945_10,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,"Turiec do Európy, Európa do Turca 2018",178774.0,,http://www.dudleycol.ac.uk,erasmus_2018-1-SK01-KA102-045978_1,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Konzorcium obchodných škôl - spoločne do Európy 2018,128361.0,,http://www.dudleycol.ac.uk,erasmus_2018-1-SK01-KA102-046185_3,https://www.myeu.uk/postcode/DY1/4AS
DY1 4AS,Dudley North postcodes.csv,Skills and Tools to Address Diversity in Dance Training,124330.0,,http://www.dudleycol.ac.uk,erasmus_2016-1-UK01-KA202-024504_coordinator,https://www.myeu.uk/postcode/DY1/4AS
DY1 4SQ,Dudley North postcodes.csv,Actions for Training and Internships in COmpanies,234492.0,,http://www.bclm.com,erasmus_2015-1-IT01-KA102-004513_6,https://www.myeu.uk/postcode/DY1/4SQ
DY1 4SQ,Dudley North postcodes.csv,"Arte, Cultura e Turismo Oggi",47253.0,,http://www.bclm.com,erasmus_2016-1-IT01-KA102-004995_2,https://www.myeu.uk/postcode/DY1/4SQ
DY1 4SQ,Dudley North postcodes.csv,Turismo Oggi con Cultura e Arte,51749.0,,http://www.bclm.com,erasmus_2017-1-IT01-KA102-005705_8,https://www.myeu.uk/postcode/DY1/4SQ
DY2 7PW,Dudley North postcodes.csv,"Improving language, leadership, tolerance and learning behaviour with Europe",7818.0,,http://www.st-jo-dud.dudley.sch.uk,erasmus_2016-1-UK01-KA101-023823_coordinator,https://www.myeu.uk/postcode/DY2/7PW
DY2 7PW,Dudley North postcodes.csv,Przez morze ku wartościom i lepszej szkole,16013.0,,http://www.st-jo-dud.dudley.sch.uk,erasmus_2016-1-PL01-KA101-024957_1,https://www.myeu.uk/postcode/DY2/7PW
DY2 7PW,Dudley North postcodes.csv,"Language for Learning, Progress and Achievement with Europe",8439.0,,http://www.st-jo-dud.dudley.sch.uk,erasmus_2018-1-UK01-KA101-046943_coordinator,https://www.myeu.uk/postcode/DY2/7PW
DY2 7PW,Dudley North postcodes.csv,"MIND - Motywacja, Indywidualizacja Nauczania, Dostosowanie. Skuteczniej uczyć dla lepszego świata.",20247.0,,http://www.st-jo-dud.dudley.sch.uk,erasmus_2018-1-PL01-KA101-049245_1,https://www.myeu.uk/postcode/DY2/7PW
DY2 8QY,Dudley North postcodes.csv,Breakfast Culture Club,5812.0,,,erasmus_2016-2-UK01-KA105-024928_coordinator,https://www.myeu.uk/postcode/DY2/8QY
DE55 2DT,Bolsover postcodes.csv,High value-added chemicals and BIoreSIns from alGae biorefineries produced from CO2 provided by industrial emissions,83579.0,4437678.0,,fp7_110873_951094022,https://www.myeu.uk/postcode/DE55/2DT
DE55 4QT,Bolsover postcodes.csv,Second Generation Unit Load Device to improve the Security and Efficiency of the Aerospace Logistics Industry,23211.0,1100820.0,,fp7_101433_967610406,https://www.myeu.uk/postcode/DE55/4QT
DE55 4RF,Bolsover postcodes.csv,Evidence-based ICT tools for weight loss maintenance,92879.0,4132018.0,,h2020_194014_942539786,https://www.myeu.uk/postcode/DE55/4RF
NG16 6NT,Bolsover postcodes.csv,Melt Spun and Sintered Metal Fibre Networks for Lead-Acid Battery Advancement,278476.0,1221355.0,,fp7_105834_953692361,https://www.myeu.uk/postcode/NG16/6NT
NG16 6NT,Bolsover postcodes.csv,Design and Manufacture of Scaled up 50 kg capacity Plasma Melt Overflow (PMO) system for the commercial production of titanium and iron-chrome-aluminium alloy fibres.,39178.0,55969.0,,h2020_199405_953692361,https://www.myeu.uk/postcode/NG16/6NT
S42 5RB,Bolsover postcodes.csv,Development and demonstration of intelligent non-contact inspection technology for concentrated solar power plants,162323.0,1084671.0,,fp7_110019_984542241,https://www.myeu.uk/postcode/S42/5RB
S42 5RB,Bolsover postcodes.csv,"Development of a high sensitivity ultrasonic phased array Non-Destructive Testing (NDT) method for the early detection of creep damage (Type IV cracking) in alloy steels used in high temperature, high",256231.0,1045921.0,,fp7_108424_984542241,https://www.myeu.uk/postcode/S42/5RB
S42 5RB,Bolsover postcodes.csv,Whole Life Rail Axle Assessment and Improvement,266167.0,1261622.0,http://www.wolaxim.eu,fp7_96662_984542241,https://www.myeu.uk/postcode/S42/5RB
S42 5RB,Bolsover postcodes.csv,An ultrasonic non-destructive testing system for detection and quantification of early stage subsurface creep damage in the thermal power generation industry,18956.0,2502656.0,,h2020_209696_984542241,https://www.myeu.uk/postcode/S42/5RB
S42 5RB,Bolsover postcodes.csv,Whole Life Rail Axle Assessment and Improvement Using Ultrasonic Phased array and Corrosion Inspection Systems,227957.0,1328113.0,,h2020_199202_984542241,https://www.myeu.uk/postcode/S42/5RB
S80 3EH,Bolsover postcodes.csv,"Power consumption driven Reliability, Operation and Maintenance optimisation",186307.0,3050682.0,http://power-om.eu/,fp7_104304_969716470,https://www.myeu.uk/postcode/S80/3EH
S80 4RW,Bolsover postcodes.csv,Facilitating Implementation of the IPPC Legislation through a Web-Based Environmental Consultancy Toolkit,186450.0,1355161.0,http://www.environmentor-project.com,fp7_96618_985101252,https://www.myeu.uk/postcode/S80/4RW
DN7 6DT,Don Valley postcodes.csv,THATS-LIFE - Restoring Humberhead Peatlands: LIFE+ Project,2141997.0,4540300.0,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5075,life_261,https://www.myeu.uk/postcode/DN7/6DT
DN9 3GA,Don Valley postcodes.csv,Marine Park Enhanced applications baseD on Use of integrated GNSS SErvices,23064.0,430140.0,,fp7_208252_959144343,https://www.myeu.uk/postcode/DN9/3GA
DN9 3GA,Don Valley postcodes.csv,Innovation Technologies and Applications for Coastal Archaeological sites,62590.0,1710356.0,,fp7_188817_959144343,https://www.myeu.uk/postcode/DN9/3GA
DN9 3GG,Don Valley postcodes.csv,Project Carcassonne,8641.0,,http://www.hillhouse.doncaster.sch.uk,erasmus_2018-1-UK01-KA101-047360_coordinator,https://www.myeu.uk/postcode/DN9/3GG
DN11 8QA,Bassetlaw postcodes.csv,Acquisition of key competencies and international transfers of professional experience in new Technologies in engineering,126322.0,,http://www.polarpumps.co.uk/,erasmus_2017-1-CY01-KA116-026632_2,https://www.myeu.uk/postcode/DN11/8QA
DN22 8QS,Bassetlaw postcodes.csv,Buds Budding Mobility Plus,311801.0,,http://www.yeoldebell-hotel.co.uk,erasmus_2017-1-IT01-KA102-005789_21,https://www.myeu.uk/postcode/DN22/8QS
DN22 8SB,Bassetlaw postcodes.csv,Logistics for Energy Crops' Biomass,23685.0,4031921.0,http://www.logistecproject.eu/,fp7_104296_953926422,https://www.myeu.uk/postcode/DN22/8SB
DN22 8SB,Bassetlaw postcodes.csv,Logistics for Energy Crops' Biomass,94378.0,4031921.0,http://www.logistecproject.eu/,fp7_104296_953926616,https://www.myeu.uk/postcode/DN22/8SB
S80 2RS,Bassetlaw postcodes.csv,Testing the value of a novel strategic approach and its cost efficacy to improve the poor outcomes in Cardiogenic Shock,691782.0,5664617.0,,h2020_212681_919495302,https://www.myeu.uk/postcode/S80/2RS
S80 2RS,Bassetlaw postcodes.csv,Improving lifelong health and well-being (08.02.03.01),692348.0,5669269.0,,fts_2017_5151,https://www.myeu.uk/postcode/S80/2RS
S81 7HP,Bassetlaw postcodes.csv,Qualifications East Midlands and Strasbourg 5,23865.0,,http://www.nnc.ac.uk,erasmus_2014-1-UK01-KA102-000209_4,https://www.myeu.uk/postcode/S81/7HP
S81 7HP,Bassetlaw postcodes.csv,Erasmus Backpackers,68900.0,,http://www.nnc.ac.uk,erasmus_2017-1-FR01-KA102-036810_1,https://www.myeu.uk/postcode/S81/7HP
S81 7QF,Bassetlaw postcodes.csv,Reduction in Maintenance Costs of Wind Turbine Renewable Electricity Generation through Online Condition Monitoring,398242.0,1140968.0,,fp7_106809_998395684,https://www.myeu.uk/postcode/S81/7QF
S81 7QF,Bassetlaw postcodes.csv,Development of an affordable heat treatment process for wood,115103.0,1177829.0,http://torchwood.pera.com/,fp7_92647_998395684,https://www.myeu.uk/postcode/S81/7QF
S81 7QF,Bassetlaw postcodes.csv,Microwave Cleaning of Drilling Mud and Oil Containing Hazardous Waste,157476.0,1306649.0,http://www.microcleanmud.com,fp7_107793_998395684,https://www.myeu.uk/postcode/S81/7QF
S81 7QF,Bassetlaw postcodes.csv,Replacing the Animal Source of Viscous Fluids Used in Cataract Surgery with the Okra Plant Source,206342.0,1190197.0,http://www.okravision.eu/,fp7_105856_998395684,https://www.myeu.uk/postcode/S81/7QF
S81 7QF,Bassetlaw postcodes.csv,Development of novel sintered sphere filtering technique for moulding opaper pulp to reduce energy consumption and environmental effects of plastic,107928.0,1105737.0,http://www.sinfiltrate.co.uk,fp7_94173_998395684,https://www.myeu.uk/postcode/S81/7QF
ST1 1QL,Stoke-on-Trent Central postcodes.csv,Planning for energy efficient cities,,3535980.0,,fp7_186984_953767633,https://www.myeu.uk/postcode/ST1/1QL
ST1 1QL,Stoke-on-Trent Central postcodes.csv,Cities for Business Innovation – Network of Urban Procurers,,353529.0,http://www.procurers-network.com/,fp7_105630_953767633,https://www.myeu.uk/postcode/ST1/1QL
ST1 3AE,Stoke-on-Trent Central postcodes.csv,Developing Employability Skills Through INnovative education using MOOCs for Youth,342220.0,,http://www.bitjam.org.uk,erasmus_2014-1-UK01-KA203-001625_1,https://www.myeu.uk/postcode/ST1/3AE
ST1 4HG,Stoke-on-Trent Central postcodes.csv,MakeApp Club: supporting young people to develop as digital makers,46276.0,,http://www.wavemaker.org.uk,erasmus_2016-1-PL01-KA205-024950_1,https://www.myeu.uk/postcode/ST1/4HG
ST1 5BD,Stoke-on-Trent Central postcodes.csv,Flexible and Mobile Economic Processing Technologies,866535.0,6135246.0,,h2020_193843_986544127,https://www.myeu.uk/postcode/ST1/5BD
ST1 5BE,Stoke-on-Trent Central postcodes.csv,Mentoring Growth Service,599530.0,999222.0,,erdf_england_113,https://www.myeu.uk/postcode/ST1/5BE
ST4 1HH,Stoke-on-Trent Central postcodes.csv,,1585020.0,,http://www.stoke.gov.uk ,creative_552636-CREA-1-2014-1-DE-CULT-COOP2_12,https://www.myeu.uk/postcode/ST4/1HH
ST4 1HH,Stoke-on-Trent Central postcodes.csv,Staffordshire Technical Assistance,373765.0,622941.0,,erdf_england_114,https://www.myeu.uk/postcode/ST4/1HH
ST4 1HH,Stoke-on-Trent Central postcodes.csv,Stoke on Trent and Staffordshire Grants For Growth,2215812.0,7008021.0,,erdf_england_147,https://www.myeu.uk/postcode/ST4/1HH
ST4 1HH,Stoke-on-Trent Central postcodes.csv,Staffordshire Technical Assistance ESF,420953.0,701589.0,,esf_england_666,https://www.myeu.uk/postcode/ST4/1HH
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Smart Sensor Networks with energy harvesting for real time monitoring in urban Water infrastructure,47500.0,127232.0,,fp7_105269_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Good Practices in Innovation Support Measures for SMEs: facilitating transition from the traditional to the knowledge economy,111799.0,1092937.0,http://www.gprix.eu/,fp7_93380_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Development of a heelless shoe to reduce injury during running,,1305636.0,http://www.heelless.org,fp7_94172_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Real-time adaptive networked control of rescue robots,48197.0,245973.0,,fp7_107160_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,"Water Enhanced Resource Planning ""Where water supply meets demand""",249660.0,3574061.0,,fp7_105471_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Development of a new generation of DIABetic footwear using an integrated approach and SMART materials,367372.0,651750.0,,fp7_101158_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Positive health effects of the natural outdoor environment in typical populations in different regions in Europe (PHENOTYPE),617697.0,3608584.0,http://www.phenotype.eu/en,fp7_100865_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Smartphone Thermal ANalysis for Diabetic foot Ulcer Prevention and treatment,109851.0,439406.0,,h2020_212966_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Digital Forensic Archaeology,160678.0,160678.0,,h2020_202506_999849714,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,,1585020.0,,http://www.staffs.ac.uk,creative_552636-CREA-1-2014-1-DE-CULT-COOP2_2,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,,1585020.0,,http://www.britishceramicsbiennial.com,creative_552636-CREA-1-2014-1-DE-CULT-COOP2_10,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,biSU (be inspired Staffordshire University),600006.0,1000011.0,,erdf_england_116,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Erasmus+ — Contribution from the development cooperation instrument (DCI) (21.02.20),62959.0,723252.0,,fts_2016_24392,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,"Marie Skłodowska-Curie actions — generating, developing and transferring new skills, knowledge and innovation (15.03.01.01)",109904.0,439615.0,,fts_2017_30135,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Project for higher education student and staff mobility between Programme Countries and Partner Countries,122127.0,,http://www.staffs.ac.uk,erasmus_2015-2-UK01-KA107-022799_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Higher education student and staff mobility project,94029.0,,http://www.staffs.ac.uk,erasmus_2015-1-UK01-KA103-012846_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,We design Europe,10109.0,,http://www.staffs.ac.uk,erasmus_2016-1-DE02-KA102-003007_1,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Project for higher education student and staff mobility between Programme Countries and Partner Countries,116525.0,,http://www.staffs.ac.uk,erasmus_2016-1-UK01-KA107-024112_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Project for higher education student and staff mobility between Programme Countries and Partner Countries,368479.0,,http://www.staffs.ac.uk,erasmus_2016-2-UK01-KA107-035003_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Higher education student and staff mobility project,139958.0,,http://www.staffs.ac.uk,erasmus_2016-1-UK01-KA103-023650_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Project for higher education student and staff mobility between Programme Countries and Partner Countries,95358.0,,http://www.staffs.ac.uk,erasmus_2017-1-UK01-KA107-036258_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Higher education student and staff mobility project,156326.0,,http://www.staffs.ac.uk,erasmus_2017-1-UK01-KA103-035678_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Higher education student and staff mobility project,219226.0,,http://www.staffs.ac.uk,erasmus_2018-1-UK01-KA103-047094_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Managing Social Relations in Schools,220121.0,,http://www.staffs.ac.uk,erasmus_2014-1-UK01-KA200-001766_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Silver Workers,313365.0,,http://www.staffs.ac.uk,erasmus_2015-1-IT01-KA202-004624_4,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Sustainable MAnageR in TOURism Sector,208293.0,,http://www.staffs.ac.uk,erasmus_2015-1-UK01-KA202-013499_coordinator,https://www.myeu.uk/postcode/ST4/2DE
