postcode,constituency,projectTitle,euContribution,amount,website,myEuId,myeuURL
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Adoption of Sustainable Accounting Practices for Reporting,256128.0,,http://www.staffs.ac.uk,erasmus_2017-1-UK01-KA202-036730_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,European Forensic Educational Network,184060.0,,http://www.staffs.ac.uk,erasmus_2014-1-NL01-KA203-001228_2,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Developing Employability Skills Through INnovative education using MOOCs for Youth,342220.0,,http://www.staffs.ac.uk,erasmus_2014-1-UK01-KA203-001625_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Purchasing education and research for European competence transfer,318108.0,,http://www.staffs.ac.uk,erasmus_2015-1-DE01-KA203-002174_3,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Enhancing Nurses Competence in Providing Spiritual Care through Innovative Education and Compassionate Care,196519.0,,http://www.staffs.ac.uk,erasmus_2016-1-UK01-KA203-024467_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Smart Control Systems for Energy Management: New Master Degree,713383.0,,http://www.staffs.ac.uk,erasmus_561703-EPP-1-2015-1-UK-EPPKA2-CBHE-JP_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Entrepreneurial Universities for Industry Alliances,524775.0,,http://www.staffs.ac.uk,erasmus_561695-EPP-1-2015-1-UK-EPPKA2-CBHE-JP_coordinator,https://www.myeu.uk/postcode/ST4/2DE
ST4 2DE,Stoke-on-Trent Central postcodes.csv,Supporting the Professionalisation of Health Engineering studies and Related areas in Asia,723163.0,,http://www.staffs.ac.uk,erasmus_573909-EPP-1-2016-1-ES-EPPKA2-CBHE-JP_7,https://www.myeu.uk/postcode/ST4/2DE
ST4 2ST,Stoke-on-Trent Central postcodes.csv,"Innovative Design and Top Quality in Gold Jewellery Casting through Integration of Applied Computer Simulation, Design-of-Experiments and Rapid Prototyping",94429.0,1286038.0,http://www.fem-online.de/intogold/,fp7_94156_998234761,https://www.myeu.uk/postcode/ST4/2ST
ST4 5AH,Stoke-on-Trent Central postcodes.csv,Development of a heelless shoe to reduce injury during running,209789.0,1305636.0,http://www.heelless.org,fp7_94172_998812978,https://www.myeu.uk/postcode/ST4/5AH
ST4 5NT,Stoke-on-Trent Central postcodes.csv,Mejorando la inclusión en el aula a través de  metodología CLIL.,6605.0,,http://stjosephstrentvale.com,erasmus_2018-1-ES01-KA101-048156_2,https://www.myeu.uk/postcode/ST4/5NT
ST4 7JL,Stoke-on-Trent Central postcodes.csv,Archipelag Pokoleń. Kurs praktyk międzypokoleniowych dla animatorów i edukatorów,99341.0,,http://www.bjf.org.uk,erasmus_2015-1-PL01-KA204-017117_1,https://www.myeu.uk/postcode/ST4/7JL
ST4 7JL,Stoke-on-Trent Central postcodes.csv,Together Old and Young: Practitioners Learning and Upscaling Skills,228684.0,,http://www.bjf.org.uk,erasmus_2016-1-NL01-KA204-022910_2,https://www.myeu.uk/postcode/ST4/7JL
ST4 7PP,Stoke-on-Trent Central postcodes.csv,Mobility Abroad for Knowledge and Experience,218160.0,,http://www.ses13-19.org,erasmus_2016-1-IE01-KA116-016798_16,https://www.myeu.uk/postcode/ST4/7PP
ST4 7PP,Stoke-on-Trent Central postcodes.csv,The STEM Engagement Europe Project,155923.0,,http://www.ses13-19.org,erasmus_2015-1-CZ01-KA202-013743_2,https://www.myeu.uk/postcode/ST4/7PP
ST4 7PP,Stoke-on-Trent Central postcodes.csv,The Teaching Improvement Partnership Project,96327.0,,http://www.ses13-19.org,erasmus_2016-1-IE01-KA202-016923_3,https://www.myeu.uk/postcode/ST4/7PP
ST4 7PP,Stoke-on-Trent Central postcodes.csv,"Shaping, Enhancing and Nurturing STEM in Europe",220119.0,,http://www.ses13-19.org,erasmus_2018-1-CZ01-KA202-048009_4,https://www.myeu.uk/postcode/ST4/7PP
M40 5BP,Blackley and Broughton postcodes.csv,Intensified Heat Transfer Technologies for Enhanced Heat Recovery,189781.0,1354087.0,http://www.intheat.eu,fp7_96914_985484402,https://www.myeu.uk/postcode/M40/5BP
M40 5BP,Blackley and Broughton postcodes.csv,Development of bio-oil dewatering and fractionation processes and testing of upgraded bio-oil as engine fuel and feedstock for the production of lubricants,212038.0,2021632.0,,fp7_100223_985484402,https://www.myeu.uk/postcode/M40/5BP
M40 7RU,Blackley and Broughton postcodes.csv,"Up-Scaled Production of Graphene Reinforced Thermosetting Polymers for Composite, Coating and Adhesive Applications",199189.0,5781254.0,,fp7_110823_939014224,https://www.myeu.uk/postcode/M40/7RU
M7 1QZ,Blackley and Broughton postcodes.csv,Staff immersion project to create a sustainable approach to the teaching and learning in Spanish,29935.0,,http://www.riverviewprimary.co.uk,erasmus_2017-1-UK01-KA101-035432_coordinator,https://www.myeu.uk/postcode/M7/1QZ
M9 0RT,Blackley and Broughton postcodes.csv,The Role of Youth in Re-imagining Integration in Europe; Channels of social inclusion and Equality for all,20613.0,,,erasmus_2014-3-UK01-KA105-002306_coordinator,https://www.myeu.uk/postcode/M9/0RT
M9 8AJ,Blackley and Broughton postcodes.csv,"Children of Prisoners, Interventions & Mitigations to Strengthen Mental Health",122965.0,3169483.0,,fp7_100488_994830061,https://www.myeu.uk/postcode/M9/8AJ
M9 8GQ,Blackley and Broughton postcodes.csv,a universal thin film transistor platform for flexible and curved displays,1617696.0,2310994.0,,h2020_205261_921197458,https://www.myeu.uk/postcode/M9/8GQ
CW1 3PL,Crewe and Nantwich postcodes.csv,Large scale manufacturing technology for high-performance lightweight 3D multifunctional composites,99217.0,6482506.0,,fp7_98253_983032436,https://www.myeu.uk/postcode/CW1/3PL
CW1 3PL,Crewe and Nantwich postcodes.csv,Arbeitsplatz Europa - Berufserfahrung in der Praxis sowie Vermittlung interkultureller und sprachlicher Kompetenzen IV,99896.0,,http://www.bentleymotors.co.uk,erasmus_2014-1-DE02-KA102-000051_9,https://www.myeu.uk/postcode/CW1/3PL
CW1 3PL,Crewe and Nantwich postcodes.csv,MOVE - MObility to improVE 2014,67852.0,,http://www.bentleymotors.com,erasmus_2014-1-PT01-KA102-000167_2,https://www.myeu.uk/postcode/CW1/3PL
CW1 3PL,Crewe and Nantwich postcodes.csv,"Gleiche Probleme, unterschiedliche Lösungsansätze",33167.0,,http://www.bentleymotors.com,erasmus_2017-1-DE02-KA102-003965_5,https://www.myeu.uk/postcode/CW1/3PL
CW1 3PL,Crewe and Nantwich postcodes.csv,Bentley Motors Synergy - VET Traineeships,77279.0,,http://www.bentleymotors.com,erasmus_2017-1-UK01-KA102-036239_coordinator,https://www.myeu.uk/postcode/CW1/3PL
CW1 3PL,Crewe and Nantwich postcodes.csv,EuroFP Balears III,199723.0,,http://www.bentleymotors.com,erasmus_2017-1-ES01-KA102-037681_15,https://www.myeu.uk/postcode/CW1/3PL
CW1 5SD,Crewe and Nantwich postcodes.csv,The Dingle Primary School - Language and Culture Learning in Carcassone,7444.0,,http://www.dingle.cheshire.sch.uk,erasmus_2014-1-UK01-KA101-001917_coordinator,https://www.myeu.uk/postcode/CW1/5SD
CW1 5SL,Crewe and Nantwich postcodes.csv,"More languages, better opportunities",10390.0,,http://www.haslington.cheshire.sch.uk,erasmus_2014-1-UK01-KA101-002095_coordinator,https://www.myeu.uk/postcode/CW1/5SL
CW1 6DR,Crewe and Nantwich postcodes.csv,CRUZANDO FRONTERAS DE EUROPA II- 2017,38945.0,,,erasmus_2017-1-ES01-KA102-037674_5,https://www.myeu.uk/postcode/CW1/6DR
CW1 6DR,Crewe and Nantwich postcodes.csv,EuroFP Balears III,199723.0,,,erasmus_2017-1-ES01-KA102-037681_32,https://www.myeu.uk/postcode/CW1/6DR
CW1 6GL,Crewe and Nantwich postcodes.csv,"New siRNA Nanotherapy for Inflammatory Bowel Diseases, targeting Janus kinase 3",164650.0,5233180.0,,h2020_206567_929306755,https://www.myeu.uk/postcode/CW1/6GL
CW1 6NG,Crewe and Nantwich postcodes.csv,EuroFP Balears III,199723.0,,http://www.lafert.com,erasmus_2017-1-ES01-KA102-037681_7,https://www.myeu.uk/postcode/CW1/6NG
CW2 5LZ,Crewe and Nantwich postcodes.csv,Language Teaching and Learning  through the European dimension in KS2,8921.0,,http://www.thelifecloud.net,erasmus_2014-1-UK01-KA101-002088_coordinator,https://www.myeu.uk/postcode/CW2/5LZ
CW2 5PR,Crewe and Nantwich postcodes.csv,Hydrogen Contaminant Risk Assessment,213234.0,3033723.0,,fp7_185720_950351196,https://www.myeu.uk/postcode/CW2/5PR
CW2 6AT,Crewe and Nantwich postcodes.csv,Commerce et Beauté dans le Cheshire,12078.0,,http://www.bedazzled-beauty.co.uk,erasmus_2014-1-FR01-KA102-001486_2,https://www.myeu.uk/postcode/CW2/6AT
CW2 6AT,Crewe and Nantwich postcodes.csv,Commerce et Beauté dans le Cheshire 2,6756.0,,http://www.bedazzled-beauty.co.uk,erasmus_2016-1-FR01-KA102-022357_2,https://www.myeu.uk/postcode/CW2/6AT
CW2 6AT,Crewe and Nantwich postcodes.csv,EuroFP Balears III,199723.0,,http://www.bedazzled-beauty.co.uk,erasmus_2017-1-ES01-KA102-037681_33,https://www.myeu.uk/postcode/CW2/6AT
CW2 6BP,Crewe and Nantwich postcodes.csv,Commerce et Beauté dans le Cheshire,12078.0,,,erasmus_2014-1-FR01-KA102-001486_1,https://www.myeu.uk/postcode/CW2/6BP
CW2 6BP,Crewe and Nantwich postcodes.csv,Commerce et Beauté dans le Cheshire 2,6756.0,,,erasmus_2016-1-FR01-KA102-022357_1,https://www.myeu.uk/postcode/CW2/6BP
CW2 7LJ,Crewe and Nantwich postcodes.csv,Reflektive Praxis während der Ausbildung zur/m Erzieher/in in europäischen Kindertagesstätten,60053.0,,http://www.westminsternurseryschool.net/,erasmus_2017-1-DE03-KA219-035662_1,https://www.myeu.uk/postcode/CW2/7LJ
CW2 8AB,Crewe and Nantwich postcodes.csv,Oropos - Cheshire Specialties Training Alliance,61920.0,,http://www.scc.ac.uk,erasmus_2014-1-EL01-KA102-000541_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,"Weiterentwicklung des internationalen Profils der Landrat-Gruber-Schule und ihrer Lehrkräfte, Studierenden, Schülerinnen und Schüler",32476.0,,http://www.scc.ac.uk,erasmus_2014-1-DE02-KA102-000561_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Mobilität in Europa zur beruflichen und sprachlichen Kompetenzerweiterung,93391.0,,http://www.scc.ac.uk,erasmus_2015-1-DE02-KA102-001886_5,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Energieeffizienz im Betrieb,21711.0,,http://www.scc.ac.uk,erasmus_2015-1-DE02-KA102-001918_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Fortführung der Internationalisierung der Landrat-Gruber-Schule,20033.0,,http://www.scc.ac.uk,erasmus_2015-1-DE02-KA102-001957_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Keys to Employability,162623.0,,http://www.scc.ac.uk,erasmus_2015-1-IT01-KA102-004452_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,EuroFP Balears,155735.0,,http://www.scc.ac.uk,erasmus_2015-1-ES01-KA102-014810_6,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,CROSSING BORDERS OF EUROPE 2015-CRUZANDO FRONTERAS DE EUROPA 2015,28768.0,,http://www.scc.ac.uk,erasmus_2015-1-ES01-KA102-015218_4,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Te invito a enseñar conmigo. Adquisición de competencias clave mediante procesos de co-teaching.,6808.0,,http://www.scc.ac.uk,erasmus_2016-1-ES01-KA101-023700_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Energieeffizienz in Schule und Betrieb,27845.0,,http://www.scc.ac.uk,erasmus_2016-1-DE02-KA102-002901_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Two perspectives of tourism in England,59631.0,,http://www.ccsw.ac.uk,erasmus_2016-1-DE02-KA102-003019_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Arbeiten und Lernen in Europa - Kooperationsprojekt der Bildungsregion Darmstadt-Dieburg,246057.0,,http://www.ccsw.ac.uk,erasmus_2016-1-DE02-KA102-003184_12,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Ok Skills!,107091.0,,http://www.ccsw.ac.uk,erasmus_2016-1-IT01-KA102-005147_2,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Oropos - Cheshire - Samos Training Alliance II,86609.0,,http://www.scc.ac.uk,erasmus_2016-1-EL01-KA102-023083_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Transnational Vocational Experience,77924.0,,http://www.ccsw.ac.uk,erasmus_2016-1-UK01-KA102-023790_coordinator,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,EuroFP Balears II,157988.0,,http://www.scc.ac.uk,erasmus_2016-1-ES01-KA102-024450_8,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Von Kohle und Stahl zur gemeinsamen Flüchtlingspolitik,13424.0,,http://www.scc.ac.uk,erasmus_2016-1-DE04-KA105-013637_6,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Interreligiöser Dialog in Europa,19067.0,,http://www.scc.ac.uk,erasmus_2016-2-DE04-KA105-014112_8,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,New Skills for New Jobs,105636.0,,http://www.ccsw.ac.uk,erasmus_2016-1-IT01-KA116-005259_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Going Global - för kvalitetsförbättring!,27404.0,,http://www.scc.ac.uk,erasmus_2017-1-SE01-KA101-034322_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Energieeffizienz in Schule und Betrieb,87711.0,,http://www.scc.ac.uk,erasmus_2017-1-DE02-KA102-003995_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,"WHAT CAN I EAT? 
INNOVATIVE SKILLS TO ACCOMMODATE GUESTS WITH FOOD NEEDS",149574.0,,http://www.ccsw.ac.uk,erasmus_2017-1-IT01-KA102-005926_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,European Learners,116517.0,,http://www.scc.ac.uk,erasmus_2017-1-SE01-KA102-034449_3,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,ΙΚΑΡΟΣ: Ανοίγοντας Φτερά για Επαγγελματική Εκπαίδευση και Κατάρτιση στο Ηνωμένο Βασίλειο,114804.0,,http://www.ccsw.ac.uk,erasmus_2017-1-EL01-KA102-035673_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Widening Job Prospects for Vocational Students,141439.0,,http://www.ccsw.ac.uk,erasmus_2017-1-UK01-KA102-036438_coordinator,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,CRUZANDO FRONTERAS DE EUROPA II- 2017,38945.0,,http://www.scc.ac.uk,erasmus_2017-1-ES01-KA102-037674_2,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,EuroFP Balears III,199723.0,,http://www.scc.ac.uk,erasmus_2017-1-ES01-KA102-037681_5,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,"Skills for work, skills for life",95344.0,,http://www.ccsw.ac.uk,erasmus_2017-1-IT01-KA116-005851_5,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Internationale Perspektiven des Gastgewerbes,59179.0,,http://www.ccsw.ac.uk,erasmus_2018-1-DE02-KA102-004352_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Nachhaltiges Lernen: nur was für Streber oder doch eine gute Idee?,51132.0,,http://www.ccsw.ac.uk,erasmus_2018-1-DE02-KA102-004821_2,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Arbeiten und Lernen in Europa - Kooperationsprojekt der Bildungsregion Darmstadt-Dieburg,291554.0,,http://www.ccsw.ac.uk,erasmus_2018-1-DE02-KA102-004938_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Von Höchstädt aus nach Europa,52811.0,,http://www.ccsw.ac.uk,erasmus_2018-1-DE02-KA102-004981_1,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Youth Workers Europe,211517.0,,http://www.ccsw.ac.uk,erasmus_2018-1-SE01-KA102-038962_4,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Acces la succes profesional prin Erasmus+,241151.0,,http://www.ccsw.ac.uk,erasmus_2018-1-RO01-KA102-048440_8,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Youth Bridges To Reach Efficient European Citizenship Awareness,140511.0,,http://www.scc.ac.uk,erasmus_2015-1-RO01-KA219-015153_6,https://www.myeu.uk/postcode/CW2/8AB
CW2 8AB,Crewe and Nantwich postcodes.csv,Reflektive Praxis während der Ausbildung zur/m Erzieher/in in europäischen Kindertagesstätten,60053.0,,http://www.scc.ac.uk,erasmus_2017-1-DE03-KA219-035662_3,https://www.myeu.uk/postcode/CW2/8AB
CW5 5HZ,Crewe and Nantwich postcodes.csv,,153643.0,,http://www.curatedplace.com,creative_552296-CREA-1-2014-1-UK-CULT-COOP1_coordinator,https://www.myeu.uk/postcode/CW5/5HZ
CW5 5HZ,Crewe and Nantwich postcodes.csv,,172632.0,,,creative_570438-CREA-1-2016-1-UK-CULT-COOP1_3,https://www.myeu.uk/postcode/CW5/5HZ
CW5 7NE,Crewe and Nantwich postcodes.csv,To enhance MFL teaching and learning across school,20770.0,,http://www.wybunburydelves.co.uk,erasmus_2018-1-UK01-KA101-047414_coordinator,https://www.myeu.uk/postcode/CW5/7NE
CW5 7PE,Crewe and Nantwich postcodes.csv,Novel Processing Technology for Manufacturing  Low- fat Mozzarella-type Cheese with Superior Performance in  Ready Meals,287645.0,2056106.0,http://www.cheesecoatproject.com,fp7_101553_962328465,https://www.myeu.uk/postcode/CW5/7PE
CW5 7QL,Crewe and Nantwich postcodes.csv,Stapeley Broad Lane's MFL Project - The Language and Culture of Spain,3463.0,,http://www.stapeleybl.cheshire.sch.uk,erasmus_2014-1-UK01-KA101-001909_coordinator,https://www.myeu.uk/postcode/CW5/7QL
CW5 7QL,Crewe and Nantwich postcodes.csv,The Language and Culture of France Spain and Germany,12151.0,,http://www.stapeleybl.cheshire.sch.uk,erasmus_2015-1-UK01-KA101-012787_coordinator,https://www.myeu.uk/postcode/CW5/7QL
E1 0DR,Poplar and Limehouse postcodes.csv,YW - BE A GLOBAL EDUCATOR,22141.0,,http://www.eschange.org,erasmus_2016-3-NO02-KA105-000840_9,https://www.myeu.uk/postcode/E1/0DR
E1 2JP,Poplar and Limehouse postcodes.csv,Pièces à lire sans frontières,71758.0,,http://www.mulberry.towerhamlets.sch.uk/,erasmus_2015-1-FR01-KA201-015323_2,https://www.myeu.uk/postcode/E1/2JP
E1 2JP,Poplar and Limehouse postcodes.csv,Legends Across Europe,68678.0,,,erasmus_2016-1-CZ01-KA219-023883_1,https://www.myeu.uk/postcode/E1/2JP
E14 0AE,Poplar and Limehouse postcodes.csv,Global System Dynamics and Policies: \nsimulation and visualisation technologies,27612.0,646840.0,,fp7_86415_999603334,https://www.myeu.uk/postcode/E14/0AE
E14 0AF,Poplar and Limehouse postcodes.csv,E+: weg naar het buitenland door Mondriaan,214738.0,,http://WWW.TOWER.AC.UK,erasmus_2018-1-NL01-KA116-038843_10,https://www.myeu.uk/postcode/E14/0AF
E14 0EA,Poplar and Limehouse postcodes.csv,Promoting excellence and cooperation in the European youth area and the participation of young people in European democratic life (15.02.01.02),34410.0,422526.0,,fts_2017_30984,https://www.myeu.uk/postcode/E14/0EA
E14 0EA,Poplar and Limehouse postcodes.csv,sozial-grenzenlos,25332.0,,http://www.poplarharca.co.uk,erasmus_2015-1-AT01-KA102-004882_4,https://www.myeu.uk/postcode/E14/0EA
E14 2BG,Poplar and Limehouse postcodes.csv,PArental Guidance and Education in Europe,121826.0,,http://www.towerhamlets.gov.uk,erasmus_2016-1-FR01-KA202-024313_6,https://www.myeu.uk/postcode/E14/2BG
E14 3EB,Poplar and Limehouse postcodes.csv,School EU Professional Development Project,25703.0,,http://www.st-lukes.towerhamlets.sch.uk,erasmus_2018-1-UK01-KA101-047147_coordinator,https://www.myeu.uk/postcode/E14/3EB
E14 4AS,Poplar and Limehouse postcodes.csv,ENCOURAGING SOCIALCOMMITMENT,34584.0,,http://www.come2england.com,erasmus_2014-1-ES01-KA102-000363_3,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,Carrières Européennes pour les Diplômés Récents de l'Enseignement Secondaire & Supérieur,191925.0,,http://www.come2england.com,erasmus_2014-1-FR01-KA102-001251_8,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,VET A Sangriña-Eramus+,104524.0,,http://www.come2england.com,erasmus_2014-1-ES01-KA102-002006_2,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,Europa.Next Station: Vocational Training Network,1567345.0,,http://www.come2england.com,erasmus_2014-1-ES01-KA102-002180_22,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,Social Entrepreneurship Now!,13987.0,,http://www.come2england.com,erasmus_2014-2-IT03-KA105-001182_10,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,ENCOURAGING SOCIAL COMMITMENT,24329.0,,http://www.come2england.com,erasmus_2015-1-ES01-KA102-013796_3,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,T.R.E.N.D. - Targeting Recognition of compEtences and qualificatioNs for inDustry 4.0,748633.0,,http://www.come2england.com,erasmus_2017-1-IT01-KA102-005914_21,https://www.myeu.uk/postcode/E14/4AS
E14 4AS,Poplar and Limehouse postcodes.csv,Aprendiendo a ser profesional en Europa,19081.0,,http://www.chartered.org/,erasmus_2017-1-ES01-KA102-035779_1,https://www.myeu.uk/postcode/E14/4AS
E14 4HD,Poplar and Limehouse postcodes.csv,Demonstrate Ecosystem Services Enabling Innovation in the Water Sector,105560.0,7278956.0,,fp7_111429_990006057,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,Deployable SAR Integrated Chain with Unmanned Systems,316462.0,8719857.0,http://www.darius-fp7.eu/,fp7_102362_990006057,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,Technological and Methodological Solutions for Integrated Wide Area Situation Awareness and Survivor Localisation to Support Search and Rescue Teams,353977.0,11458516.0,,fp7_192570_990006057,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Prediction, Protection & Reduction of OrbiTal Exposure to Collision Threats",39993.0,2475057.0,http://www.p2rotect-fp7.eu,fp7_97974_990006057,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,Participatory Urban Living for Sustainable Environments,227209.0,4361769.0,,h2020_206068_941559892,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,Elderly-friendly City services for active and healthy ageing,126554.0,3773631.0,,h2020_199899_941559892,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",154686.0,154686.0,,fts_2016_41147,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",154686.0,154686.0,,fts_2016_41148,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",68982.0,68982.0,,fts_2016_51099,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,Support expenditure for Connecting Europe Facility (CEF) — information and communication technologies (ICT) (09.01.04.01),48868.0,48868.0,,fts_2016_54925,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",41389.0,41389.0,,fts_2016_57448,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",41389.0,41389.0,,fts_2016_57449,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",41389.0,41389.0,,fts_2016_57450,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",41389.0,41389.0,,fts_2016_57451,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",41389.0,41389.0,,fts_2016_57452,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,Support expenditure for Emergency support within the Union (18.01.04.05),41389.0,41389.0,,fts_2016_57453,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",19114.0,19114.0,,fts_2016_67365,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",19114.0,19114.0,,fts_2016_67366,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",19114.0,19114.0,,fts_2016_67367,https://www.myeu.uk/postcode/E14/4HD
E14 4HD,Poplar and Limehouse postcodes.csv,"Support expenditure for humanitarian aid, food aid and disaster preparedness (23.01.04.01)",19114.0,19114.0,,fts_2016_67368,https://www.myeu.uk/postcode/E14/4HD
